id,score,categorie,sous_categorie,nom,ville,province,telephone,adresse,site_web,description,horaires,urgent,couvre_province,lat,lng,verifie_le,verifie_par
qc-sm-acsm-cdq,100,santemental,Association locale santé mentale,ACSM – Centre-du-Québec / Mauricie,Trois-Rivières,QC,819-693-1116,"1500, rue Royale, bureau 110, Trois-Rivières, QC G9A 4J5",https://acsm-cqm.qc.ca,Soutien et promotion de la santé mentale en Mauricie et Centre-du-Québec. Source : acsm-cqm.qc.ca.,,,,,,2026-04-30,curation-officielle-2026-04-30
qc-sm-amiquebec,100,santemental,Soutien aux familles,AMI-Québec — Action sur la maladie mentale,Montréal,QC,514-486-1448,"5800, boul. Cavendish, bureau 610, Côte-Saint-Luc, QC H4W 2T5",https://amiquebec.org,"Soutien aux familles de personnes vivant avec un trouble mental. Ateliers, groupes de soutien, services bilingues. Source : amiquebec.org.",,,,,,2026-04-30,curation-officielle-2026-04-30
ab-cmha-ab,95,santemental,Soutien santé mentale,Association canadienne santé mentale Alberta,Province de l'Alberta,AB,780-482-5505,"9942, 108 St NW, Edmonton, AB T5K 2J5",https://cmha.ab.ca,,Service essentiel Alberta.,,,53.5427,-113.49652,2026-05-01,csv-validation-2026-05-01
bc-cmha-bc,95,santemental,Soutien santé mentale,Association canadienne santé mentale BC,Province de la Colombie-Britannique,BC,604-688-3234,"905, West Broadway, Vancouver, BC V5Z 1K7",https://www.cmha.bc.ca,,Service essentiel Colombie-Britannique.,,,49.2551,-123.1211,2026-05-01,csv-validation-2026-05-01
nb-cmha,95,santemental,Soutien santé mentale,CMHA Nouveau-Brunswick,Province du Nouveau-Brunswick,NB,506-455-5231,"65, rue Brunswick, bureau 203, Fredericton, NB E3B 1G5",https://cmhanb.ca,,Service essentiel provincial.,,,45.9611,-66.6441,2026-05-01,csv-validation-2026-05-01
mh-suicide-action-qc,95,santemental,Ligne d'écoute 24/7,Ligne québécoise de prévention du suicide (1 866 APPELLE),Province,QC,1-866-277-3553,N/A — service téléphonique/en ligne,https://commentparlerdusuicide.com,"Ligne d'aide gratuite, confidentielle, 24h/24, 7j/7 partout au Québec. Source: aqps.info.","Service disponible 24h/24, 7j/7",oui,oui,46.8121,-71.20944,2026-04-29,
nl-cmha,95,santemental,Soutien santé mentale,CMHA Terre-Neuve,Province de Terre-Neuve-et-Labrador,NL,709-753-8550,"71, Goldstone St, St. John's, NL A1B 5C4",https://www.cmhanl.ca,,Service essentiel provincial.,,,47.5621,-52.7021,2026-05-01,csv-validation-2026-05-01
qc-sm-acsm-quebec-ca,95,santemental,Association locale santé mentale,ACSM – Section Chaudière-Appalaches,Lévis,QC,418-833-6306,"5500, boul. Étienne-Dallaire, bureau 100, Lévis, QC G6V 8V6",https://www.acsm-ca.qc.ca,Promotion de la santé mentale en Chaudière-Appalaches. Source : acsm-ca.qc.ca.,,,,,,2026-04-30,curation-officielle-2026-04-30
sk-cmha,95,santemental,Soutien santé mentale,CMHA Saskatchewan,Province de la Saskatchewan,SK,306-525-0575,"2702, 12th Ave, Regina, SK S4T 1J2",https://cmhasaskatoon.ca/,,Service essentiel provincial.,,,50.4641,-104.6171,2026-05-01,csv-validation-2026-05-01
qc-sm-acsm-bsl,95,santemental,Association locale santé mentale,ACSM – Bas-Saint-Laurent,Rimouski,QC,418-723-6416,"320, rue Saint-Germain Est, Rimouski, QC G5L 1B3",https://acsm-bsl.org,Promotion santé mentale au Bas-Saint-Laurent. Source : acsm-bsl.org.,,,,,,2026-04-30,curation-officielle-2026-04-30
mb-crisis-response,95,santemental,Crise psychologique,Mobile Crisis Response,Winnipeg,MB,204-940-1781,"240-185 Smith St, Winnipeg, MB R3C 3G4",https://wrha.mb.ca/crisis,,"Service disponible 24h/24, 7j/7",,,49.9009,-97.13376,2026-05-01,csv-validation-2026-05-01
mb-klinic,95,santemental,Santé mentale communautaire,Klinic Community Health,Winnipeg,MB,204-784-4090,"870 Portage Ave, Winnipeg, MB R3G 0P1",https://klinic.mb.ca,,Lun-ven 8h30-16h30. Sur rendez-vous pour suivi.,,,49.8931,-97.1561,2026-05-01,csv-validation-2026-05-01
qc-sm-acsm-haut-richelieu,95,santemental,Association locale santé mentale,ACSM – Haut-Richelieu,Saint-Jean-sur-Richelieu,QC,450-346-5736,"395, boul. du Séminaire Nord, bureau 201, Saint-Jean-sur-Richelieu, QC J3B 5L2",https://acsmhr.com,Soutien santé mentale dans le Haut-Richelieu. Source : acsmhr.com.,,,,,,2026-04-30,curation-officielle-2026-04-30
nt-cmha,95,santemental,Soutien santé mentale,CMHA Territoires du Nord-Ouest,Yellowknife,NT,867-920-2330,"4817 49 St, Yellowknife, NT X1A 3T5",https://cmha.ca/fr/,,Service essentiel provincial.,,,62.4571,-114.3691,2026-05-01,csv-validation-2026-05-01
pw-msmq-santement,95,santemental,Promotion santé mentale,Mouvement Santé Mentale Québec,Province de Québec,QC,1-877-849-4621,N/A — service téléphonique/en ligne,https://mouvementsmq.ca/,"Réseau provincial regroupant 13 organismes communautaires en promotion et prévention de la santé mentale. Outils, ateliers et campagnes annuelles.",Lun-ven 8h30-16h30. Sur rendez-vous pour suivi.,,oui,46.8139,-71.2082,2026-04-29,
on-camh,95,santemental,Dépendances et santé mentale,Centre for Addiction and Mental Health (CAMH),Toronto,ON,416-535-8501,"1001 Queen St W, Toronto, ON M6J 1H4",https://www.camh.ca,,Lun-ven 8h30-16h30. Urgences: appeler le 811 ou aller à l'urgence.,,,43.6411,-79.4291,2026-05-01,csv-validation-2026-05-01
qc-sm-provincial-revivre,95,santemental,Soutien santé mentale,Revivre – Anxiété et dépression QC,Province de Québec,QC,514-738-4873,"5140, rue Saint-Hubert, Montréal, QC H2J 2Y3",https://relief.ca,,Lun-ven 8h30-16h30. Sur RV ou référence médicale.,,,45.5291,-73.5861,2026-05-01,csv-validation-2026-05-01
yt-crisis-yt,95,santemental,Crise psychologique,Kaushee's Place – Ligne d'urgence,Whitehorse,YT,867-668-5733,"405 Alexander St, Whitehorse, YT Y1A 2L7",https://www.womenstransitionhome.ca,,"Service disponible 24h/24, 7j/7",,,60.7241,-135.0581,2026-05-01,csv-validation-2026-05-01
mh-revivre-qc,95,santemental,Soutien troubles mentaux,"Revivre – Aide aux troubles anxieux, dépressifs, bipolaires",Montréal,QC,1-866-738-4873,"5140, rue Saint-Hubert, bureau 100, Montréal, QC H2J 2Y3",https://relief.ca,"Soutien téléphonique, groupes d'entraide, ateliers d'autogestion. Sans frais. Source: revivre.org.",Lun-ven 8h30-16h30. Sur rendez-vous pour suivi.,,oui,45.5291,-73.5861,2026-05-01,csv-validation-2026-05-01
pe-cmha,95,santemental,Soutien santé mentale,CMHA Prince Edward Island,Province de l'Île-du-Prince-Édouard,PE,902-566-3034,"178, Fitzroy St, Charlottetown, PE C1A 1S1",https://pei.cmha.ca/,,Service essentiel provincial.,,,46.2351,-63.1281,2026-05-01,csv-validation-2026-05-01
ab-distress-calgary,95,santemental,Crise psychologique,Distress Centre Calgary,Calgary,AB,403-266-4357,"105-1336 10 Ave SW, Calgary, AB T3C 0J3",https://www.distresscentre.com,,"Service disponible 24h/24, 7j/7",,,51.0441,-114.1021,2026-05-01,csv-validation-2026-05-01
s-cab-mtl,105,soutienSocial,Centre d'action bénévole,Centre d'action bénévole de Montréal,Montréal,QC,514-842-3351,"1474, rue Fleury Est, Montréal, QC H2C 1S1",https://cabm.net,Référence en bénévolat à Montréal. Plus de 1 500 organismes recensés. Source: cabm.net.,Lun-ven 8h30-16h30.,,,45.4933,-73.57402,2026-05-01,csv-validation-2026-05-01
s-pas-rue-mtl,105,soutienSocial,Itinérance – aînés,Pas de la rue,Montréal,QC,514-525-1561,"1575, boul. de Maisonneuve Est, Montréal, QC H2L 1Y6",https://pasdelarue.org,Centre de jour pour personnes aînées en situation d'itinérance. Source: pasdelarue.org.,Lun-ven 8h30-16h30.,oui,,45.4955,-73.57226,2026-05-01,csv-validation-2026-05-01
s-resilience-mtl,105,soutienSocial,Itinérance,Résilience Montréal,Montréal,QC,438-381-0222,"1684, rue Sainte-Catherine Ouest, Montréal, QC H3H 1L7",https://resiliencemontreal.com,Refuge de jour et services pour personnes en situation d'itinérance autochtones. Source: resiliencemontreal.com.,Lun-ven 8h30-16h30.,oui,,45.4957,-73.5721,2026-05-01,csv-validation-2026-05-01
s-centraide-quebec,105,soutienSocial,Centraide,Centraide Québec et Chaudière-Appalaches,Québec,QC,418-660-2000,"150, boul. René-Lévesque Est, bureau 200, Québec, QC G1R 2B2",https://centraide-quebec.com,Soutient 215+ organismes dans Québec et Chaudière-Appalaches. Source: centraide-quebec.com.,Lun-ven 8h30-16h30.,,,46.8091,-71.21184,2026-05-01,csv-validation-2026-05-01
s-centraide-grand-mtl,105,soutienSocial,Centraide,Centraide du Grand Montréal,Montréal,QC,514-288-1261,"493, rue Sherbrooke Ouest, Montréal, QC H3A 1B6",https://centraide-mtl.org,Investit dans 350+ organismes communautaires du Grand Montréal. Source: centraide-mtl.org.,Lun-ven 8h30-16h30.,,,45.4961,-73.57178,2026-05-01,csv-validation-2026-05-01
s-yslm-mtl,105,soutienSocial,Hébergement – femmes,Y des femmes de Montréal (YWCA),Montréal,QC,514-866-9941,"1355, boul. René-Lévesque Ouest, Montréal, QC H3G 1T3",https://ydesfemmesmtl.org,"Hébergement, programmes et services pour femmes et filles en difficulté. Source: ydesfemmesmtl.org.",Lun-ven 8h30-16h30.,oui,,45.4941,-73.57338,2026-05-01,csv-validation-2026-05-01
s-cab-quebec,100,soutienSocial,Centre d'action bénévole,Centre d'action bénévole de Québec,Québec,QC,418-681-3501,"1453, rue de Bellechasse, Québec, QC G1L 1B7",https://cabquebec.org,Référence en bénévolat dans la région de Québec. Source: cabquebec.org.,Lun-ven 8h30-16h30.,,,46.8069,-71.2136,2026-05-01,csv-validation-2026-05-01
s-stmichaels-shelter,100,soutienSocial,Hébergement – jeunes,Refuge des jeunes de Montréal,Montréal,QC,514-849-4221,"1836, rue Sainte-Catherine Est, Montréal, QC H2K 2H3",https://refugedesjeunes.org,Hébergement d'urgence pour hommes 17-25 ans. Source: refugedesjeunes.org.,Lun-ven 8h30-16h30.,oui,,45.4939,-73.57354,2026-05-01,csv-validation-2026-05-01
on-legal-aid-ottawa,95,soutienSocial,Aide juridique gratuite,Aide juridique Ontario – Ottawa,Ottawa,ON,613-238-7931,"110, Laurier Ave W, Ottawa, ON K1P 1J1",https://www.legalaid.on.ca,,Service essentiel Ontario.,,,45.4221,-75.6921,2026-05-01,csv-validation-2026-05-01
on-legal-aid-toronto,95,soutienSocial,Aide juridique gratuite,Aide juridique Ontario – Toronto,Toronto,ON,416-979-1446,"20, Dundas St W, bureau 900, Toronto, ON M5G 2H1",https://www.legalaid.on.ca,,Service essentiel Ontario.,,,43.6571,-79.3881,2026-05-01,csv-validation-2026-05-01
s-info-aide-violence-sexuelle,95,soutienSocial,Ligne provinciale – agression sexuelle,Info-aide violence sexuelle,Province,QC,1-888-933-9007,N/A — service téléphonique/en ligne,https://infoaideviolencesexuelle.ca,"Ligne d'écoute, info et référence pour victimes d'agression sexuelle. 24/7. Source: infoaideviolencesexuelle.ca.",Lun-ven 8h30-16h30.,oui,oui,46.8063,-71.21408,2026-04-29,
bc-legal-aid-bc,95,soutienSocial,Aide juridique gratuite,Aide juridique BC – Legal Aid,Province de la Colombie-Britannique,BC,604-408-2172,"400, 510 Burrard St, Vancouver, BC V6C 3A8",https://lss.bc.ca,,Service essentiel Colombie-Britannique.,,,49.2861,-123.1161,2026-05-01,csv-validation-2026-05-01
nb-legal-aid,95,soutienSocial,Aide juridique gratuite,Aide juridique Nouveau-Brunswick,Fredericton,NB,506-444-2776,"500, cour Beaverbrook, bureau 501, Fredericton NB E3B 5X4",https://www.legalaid-aidejuridique-nb.ca,,Service essentiel provincial.,,,46.0881,-64.7741,2026-05-01,csv-validation-2026-05-01
nl-legal-aid,95,soutienSocial,Aide juridique gratuite,Aide juridique Terre-Neuve,St. John's,NL,709-753-7860,"251A, Freshwater Rd, St. John's, NL A1B 1B7",https://www.legalaid.nl.ca,,Service essentiel provincial.,,,47.5581,-52.7161,2026-05-01,csv-validation-2026-05-01
yt-legal-aid,95,soutienSocial,Aide juridique gratuite,Aide juridique Yukon,Whitehorse,YT,867-667-5210,"302, Steele St, bureau 202, Whitehorse, YT Y1A 2C5",https://www.yukonlegalaid.ca,,Service essentiel provincial.,,,60.7198,-135.05792,2026-05-01,csv-validation-2026-05-01
s-rmjq,95,soutienSocial,Réseau provincial – jeunes,RMJQ – Regroupement des maisons de jeunes du Québec,Province,QC,418-666-6663,"2400, av. d'Estimauville, bureau 100, Québec, QC G1J 5N1",https://rmjq.org,Regroupe 198 maisons de jeunes au Québec. Annuaire par région. Source: rmjq.org.,Lun-ven 8h30-16h30.,,oui,46.8065,-71.21392,2026-05-01,csv-validation-2026-05-01
s-cavac-qc,95,soutienSocial,Aide victimes d'actes criminels,CAVAC – Centres d'aide aux victimes d'actes criminels,Province,QC,1-866-532-2822,N/A — service téléphonique/en ligne,https://cavac.qc.ca,17 CAVAC régionaux. Soutien gratuit aux victimes et témoins d'actes criminels. Source: cavac.qc.ca.,Lun-ven 8h30-16h30.,,oui,46.8061,-71.21424,2026-05-01,csv-validation-2026-05-01
pw-fc-francophone,95,soutienSocial,Services francophones hors Québec,Fédération culturelle canadienne-française,Province de Québec,QC,1-866-823-3322,N/A — service téléphonique/en ligne,https://fccf.ca/,"Réseau pancanadien des organismes francophones et acadiens. Référence vers services en français hors Québec : éducation, culture, services sociaux, santé.",Lun-ven 8h30-16h30.,,oui,45.4215,-75.6972,2026-04-29,
qc-aj-quebec,95,soutienSocial,Aide juridique gratuite,Bureau aide juridique Québec,Québec,QC,418-643-3596,"300, boul. Jean-Lesage, bureau 1.40, Québec, QC G1K 8K6",https://aidejuridique.quebec,,Lun-ven 8h30-16h30. Garde téléphonique 24h pour arrestation: 1-800-842-2213.,,,46.8191,-71.2261,2026-05-01,csv-validation-2026-05-01
nt-legal-aid,95,soutienSocial,Aide juridique gratuite,Aide juridique TNO,Yellowknife,NT,867-873-3000,"203, 4912 49 St, Yellowknife, NT X1A 3S8",https://www.justice.gov.nt.ca/fr/aide-juridique/,,Service essentiel provincial.,,,62.4531,-114.3731,2026-05-01,csv-validation-2026-05-01
qc-aj-saguenay,95,soutienSocial,Aide juridique gratuite,Bureau aide juridique Saguenay,Saguenay,QC,418-699-2333,"227, rue Racine Est, bureau 101, Saguenay, QC G7H 1R9",https://aidejuridique.quebec,,Lun-ven 8h30-16h30. Garde téléphonique 24h pour arrestation: 1-800-842-2213.,,,48.4281,-71.0651,2026-05-01,csv-validation-2026-05-01
nu-legal-aid,95,soutienSocial,Aide juridique gratuite,Aide juridique Nunavut,Iqaluit,NU,867-979-5910,"1196, Iqaluit, NU X0A 0H0",https://nulegalaid.com,,Service essentiel provincial.,,,63.7481,-68.5161,2026-05-01,csv-validation-2026-05-01
ns-legal-aid,95,soutienSocial,Aide juridique gratuite,Aide juridique Nouvelle-Écosse,Halifax,NS,902-420-6566,"5475, Spring Garden Rd, Halifax, NS B3J 3T2",https://www.nslegalaid.ca,,Service essentiel provincial.,,,44.6481,-63.5871,2026-05-01,csv-validation-2026-05-01
